ViPhOG	Best_taxon	Rank	Max_evalue
ViPhOG24512	Barnyardvirus	Genus	8e-46
ViPhOG10780	Cytomegalovirus	Genus	8.8e-07
ViPhOG10011	Bixzunavirus	Genus	1.7e-178
ViPhOG1508	Orthopoxvirus	Genus	6.6e-14
ViPhOG10007	Bixzunavirus	Genus	9.6e-78
ViPhOG12322	Deltapolyomavirus	Genus	2e-58
ViPhOG3337	Orthobornavirus	Genus	1.3e-06
ViPhOG6386	Cytomegalovirus	Genus	1e-79
ViPhOG338	Varicellovirus	Genus	1.6e-177
ViPhOG1126	Lymphocryptovirus	Genus	8.1e-16
ViPhOG9962	Bixzunavirus	Genus	0.0
ViPhOG10014	Bixzunavirus	Genus	3.2e-40
ViPhOG8545	Cytomegalovirus	Genus	1.8e-08
ViPhOG6390	Cytomegalovirus	Genus	2.5e-65
ViPhOG1721	Orthopoxvirus	Genus	2e-25
ViPhOG22443	Mamastrovirus	Genus	2.5e-05
ViPhOG374	Tobamovirus	Genus	6e-06
ViPhOG14820	Mardivirus	Genus	4.6e-81
ViPhOG15907	Pipefishvirus	Genus	8.6e-37
ViPhOG14506	Timquatrovirus	Genus	1.4e-10
ViPhOG11321	Phifelvirus	Genus	9.2e-36
ViPhOG1058	Lymphocryptovirus	Genus	4.6e-37
ViPhOG7088	Mimivirus	Genus	1.7e-63
ViPhOG23393	Cytomegalovirus	Genus	3.6e-22
ViPhOG2025	Tritimovirus	Genus	2.2e-135
ViPhOG13365	Teseptimavirus	Genus	0.00038
ViPhOG3956	Muromegalovirus	Genus	4.6e-198
ViPhOG11138	Kostyavirus	Genus	1.1e-29
ViPhOG24630	Lessievirus	Genus	7e-86
ViPhOG10922	Bixzunavirus	Genus	2.2e-36
ViPhOG10018	Bixzunavirus	Genus	2.3e-156
ViPhOG12404	Bignuzvirus	Genus	6.1e-65
ViPhOG16972	Orthopoxvirus	Genus	5.2e-09
ViPhOG20909	Gelderlandvirus	Genus	8.7e-19
ViPhOG864	Simplexvirus	Genus	2.9e-19
ViPhOG6039	Orthopoxvirus	Genus	7.7e-74
ViPhOG11351	Phifelvirus	Genus	4.8e-46
ViPhOG6305	Varicellovirus	Genus	1.5e-06
ViPhOG8538	Cytomegalovirus	Genus	1.2e-10
ViPhOG8822	Orthopoxvirus	Genus	5.8e-17
ViPhOG19100	Pandoravirus	Genus	7.7e-42
ViPhOG8529	Cytomegalovirus	Genus	1.2e-10
ViPhOG11000	Bixzunavirus	Genus	4.1e-35
ViPhOG12012	Bruynoghevirus	Genus	4.9e-63
ViPhOG3288	Alphabaculovirus	Genus	5.8e-21
ViPhOG29399	Bastillevirus	Genus	6.2e-27
ViPhOG10917	Bixzunavirus	Genus	5.4e-43
ViPhOG11183	Kostyavirus	Genus	5.9e-40
ViPhOG10180	Poacevirus	Genus	2.9e-35
ViPhOG25685	Hendrixvirus	Genus	4.3e-44
ViPhOG30812	Lightbulbvirus	Genus	8.2e-70
ViPhOG11134	Kostyavirus	Genus	5.1e-30
ViPhOG19082	Pandoravirus	Genus	2e-32
ViPhOG6734	Tequintavirus	Genus	2e-44
ViPhOG11744	Aviadenovirus	Genus	2e-07
ViPhOG6855	Mimivirus	Genus	1.1e-99
ViPhOG8587	Cytomegalovirus	Genus	1.2e-75
ViPhOG14156	Kostyavirus	Genus	4.2e-17
ViPhOG6440	Foveavirus	Genus	5e-37
ViPhOG6147	Kayvirus	Genus	8.6e-154
ViPhOG19366	Pandoravirus	Genus	4.9e-118
ViPhOG19001	Pandoravirus	Genus	6.2e-78
ViPhOG8390	Orthopoxvirus	Genus	0.00048
ViPhOG14796	Mardivirus	Genus	1.8e-40
ViPhOG3492	Avipoxvirus	Genus	4.8e-15
ViPhOG490	Trichovirus	Genus	4e-24
ViPhOG3912	Asfivirus	Genus	1.7e-101
ViPhOG20922	Simplexvirus	Genus	1.9e-06
ViPhOG25200	Chlorovirus	Genus	1.2e-109
ViPhOG6978	Mimivirus	Genus	0.00035
ViPhOG836	Simplexvirus	Genus	0.00016
ViPhOG25687	Hendrixvirus	Genus	1.6e-40
ViPhOG23812	Posavirus	Genus	8.4e-85
ViPhOG837	Simplexvirus	Genus	6.4e-06
ViPhOG14377	Fromanvirus	Genus	0.001
ViPhOG11982	Kolesnikvirus	Genus	4.3e-28
ViPhOG20810	Jwalphavirus	Genus	7.7e-30
ViPhOG12488	Fromanvirus	Genus	8.8e-17
ViPhOG23570	Vequintavirus	Genus	3.6e-64
ViPhOG26588	Krischvirus	Genus	4.1e-62
ViPhOG3293	Alphabaculovirus	Genus	7.5e-05
ViPhOG6446	Betacoronavirus	Genus	8.7e-24
ViPhOG25338	Chlorovirus	Genus	2.2e-184
ViPhOG10067	Ipomovirus	Genus	2.8e-20
ViPhOG20803	Simplexvirus	Genus	9e-09
ViPhOG3804	Asfivirus	Genus	0.0
ViPhOG18604	Okubovirus	Genus	3.5e-65
ViPhOG28271	Limestonevirus	Genus	5.4e-52
ViPhOG25918	Betaentomopoxvirus	Genus	4e-81
ViPhOG22094	Thetaarterivirus	Genus	3.3e-97
ViPhOG14362	Fromanvirus	Genus	2.6e-46
ViPhOG22657	Gaprivervirus	Genus	1.5e-30
ViPhOG29902	Phicbkvirus	Genus	1.1e-196
ViPhOG19464	Pandoravirus	Genus	9.2e-178
ViPhOG7180	Mimivirus	Genus	4.8e-75
ViPhOG1521	Orthopoxvirus	Genus	5.6e-20
ViPhOG22236	Timquatrovirus	Genus	5.6e-05
ViPhOG8510	Cytomegalovirus	Genus	1.1e-32
ViPhOG27746	Chlorovirus	Genus	2.9e-52
ViPhOG6753	Tequintavirus	Genus	5.2e-24
ViPhOG20292	Marseillevirus	Genus	5.5e-06
ViPhOG11487	Betabaculovirus	Genus	1.1e-61
ViPhOG19456	Pandoravirus	Genus	3.4e-158
ViPhOG19395	Pandoravirus	Genus	2.4e-94
ViPhOG20918	Polerovirus	Genus	1.3e-06
ViPhOG16009	Bastillevirus	Genus	8.4e-58
ViPhOG29401	Bastillevirus	Genus	5.4e-30
ViPhOG10944	Bixzunavirus	Genus	2.2e-36
ViPhOG18276	Proboscivirus	Genus	9.5e-15
ViPhOG6940	Mimivirus	Genus	5.4e-71
ViPhOG29736	Alcyoneusvirus	Genus	2.8e-162
ViPhOG23131	Kochikohdavirus	Genus	1.3e-30
ViPhOG8583	Cytomegalovirus	Genus	3.7e-14
ViPhOG3264	Alphabaculovirus	Genus	0.00011
ViPhOG19421	Pandoravirus	Genus	1.6e-121
ViPhOG10314	Asfivirus	Genus	1.1e-209
ViPhOG12712	Friunavirus	Genus	1.3e-41
ViPhOG22873	Muromegalovirus	Genus	1.9e-21
ViPhOG23962	Emdodecavirus	Genus	9.9e-69
ViPhOG22298	Torovirus	Genus	1.4e-85
ViPhOG25548	Ravinvirus	Genus	6.2e-148
ViPhOG10344	Firehammervirus	Genus	3.4e-219
ViPhOG18657	Abouovirus	Genus	2.3e-56
ViPhOG1656	Orthopoxvirus	Genus	4.2e-25
ViPhOG12469	Fromanvirus	Genus	1.7e-11
ViPhOG16043	Tsarbombavirus	Genus	1.2e-43
ViPhOG24358	Acadianvirus	Genus	9.6e-15
ViPhOG979	Kafunavirus	Genus	6.6e-16
ViPhOG18100	Andromedavirus	Genus	7.7e-51
ViPhOG2426	Chloriridovirus	Genus	3.6e-105
ViPhOG20875	Mosigvirus	Genus	6.8e-67
ViPhOG13838	Homburgvirus	Genus	4.3e-283
ViPhOG15962	Bongovirus	Genus	1e-23
ViPhOG24029	Emdodecavirus	Genus	2.2e-183
ViPhOG107	Cytomegalovirus	Genus	3.5e-27
ViPhOG616	Norovirus	Genus	3.3e-09
ViPhOG6038	Orthopoxvirus	Genus	1.3e-16
ViPhOG12506	Fromanvirus	Genus	4.1e-28
ViPhOG12015	Bruynoghevirus	Genus	6.7e-32
ViPhOG6387	Cytomegalovirus	Genus	8.4e-58
ViPhOG16939	Kleczkowskavirus	Genus	1.3e-54
ViPhOG18940	Pandoravirus	Genus	4.8e-35
ViPhOG19443	Pandoravirus	Genus	2.2e-22
ViPhOG3270	Alphabaculovirus	Genus	1.7e-26
ViPhOG11485	Betabaculovirus	Genus	1.8e-17
ViPhOG8548	Cytomegalovirus	Genus	1e-23
ViPhOG15939	Bixzunavirus	Genus	2.6e-13
ViPhOG8549	Cytomegalovirus	Genus	1.3e-37
ViPhOG14521	Timquatrovirus	Genus	1.5e-27
ViPhOG11154	Kostyavirus	Genus	8.7e-48
ViPhOG11202	Kostyavirus	Genus	1.3e-65
ViPhOG11746	Aviadenovirus	Genus	7.5e-12
ViPhOG19432	Pandoravirus	Genus	2.6e-78
ViPhOG1695	Orthopoxvirus	Genus	1.4e-62
ViPhOG1233	Rubivirus	Genus	5.3e-72
ViPhOG2011	Deltaretrovirus	Genus	5.9e-91
ViPhOG1267	Phikmvvirus	Genus	8.3e-121
ViPhOG10020	Bixzunavirus	Genus	7.1e-136
ViPhOG6692	Tequintavirus	Genus	4.3e-40
ViPhOG9836	Yatapoxvirus	Genus	1.2e-53
ViPhOG15675	Iltovirus	Genus	0.0
ViPhOG11051	Bixzunavirus	Genus	2.6e-82
ViPhOG2125	Whispovirus	Genus	1.1e-25
ViPhOG12477	Fromanvirus	Genus	1.4e-17
ViPhOG7078	Mimivirus	Genus	0.00028
ViPhOG14029	Omegavirus	Genus	2.2e-27
ViPhOG11730	Mamastrovirus	Genus	1.2e-31
ViPhOG7193	Mimivirus	Genus	9e-05
ViPhOG6340	Orthopoxvirus	Genus	5e-13
ViPhOG19765	Sepunavirus	Genus	7.2e-43
ViPhOG474	Betacoronavirus	Genus	4.6e-11
ViPhOG8539	Cytomegalovirus	Genus	3.9e-39
ViPhOG9624	Alphabaculovirus	Genus	0.001
ViPhOG28884	Rerduovirus	Genus	1.8e-48
ViPhOG8582	Cytomegalovirus	Genus	2.9e-49
ViPhOG12481	Fromanvirus	Genus	1.5e-33
ViPhOG7204	Mimivirus	Genus	0.00032
ViPhOG9553	Betacoronavirus	Genus	0.00022
ViPhOG6173	Kayvirus	Genus	2e-90
ViPhOG1228	Rubivirus	Genus	7.8e-107
ViPhOG15836	Rosebushvirus	Genus	3e-76
ViPhOG18050	Andromedavirus	Genus	1.4e-125
ViPhOG7254	Mimivirus	Genus	1.4e-75
ViPhOG11181	Kostyavirus	Genus	2.4e-46
ViPhOG20801	Simplexvirus	Genus	0.00037
ViPhOG19283	Pandoravirus	Genus	1.4e-170
ViPhOG14463	Timquatrovirus	Genus	2.1e-05
ViPhOG6392	Cytomegalovirus	Genus	7.1e-13
ViPhOG27924	Mieseafarmvirus	Genus	3.8e-45
ViPhOG8533	Cytomegalovirus	Genus	3.9e-29
ViPhOG6937	Mimivirus	Genus	7.3e-68
ViPhOG17714	Mimivirus	Genus	1.4e-23
ViPhOG30507	Caeruleovirus	Genus	3e-114
ViPhOG11095	Kostyavirus	Genus	1.2e-62
ViPhOG1684	Orthopoxvirus	Genus	2.2e-63
ViPhOG8278	Mimivirus	Genus	3.6e-240
ViPhOG11127	Kostyavirus	Genus	6.3e-43
ViPhOG15947	Pipefishvirus	Genus	1.8e-27
ViPhOG3341	Orthobornavirus	Genus	1.4e-77
ViPhOG6381	Cytomegalovirus	Genus	6.9e-137
ViPhOG29933	Phicbkvirus	Genus	6.3e-295
ViPhOG6373	Cytomegalovirus	Genus	6.7e-05
ViPhOG23410	Tinduovirus	Genus	4.3e-193
ViPhOG6414	Alphaarterivirus	Genus	6.7e-180
ViPhOG23652	Seunavirus	Genus	9.1e-30
ViPhOG5756	Incheonvrus	Genus	1.4e-43
ViPhOG3345	Crinivirus	Genus	2e-11
ViPhOG4120	Muromegalovirus	Genus	1e-09
ViPhOG25778	Betabaculovirus	Genus	1.4e-36
ViPhOG10133	Cytomegalovirus	Genus	0.00026
ViPhOG1125	Lymphocryptovirus	Genus	8e-202
ViPhOG29164	Certrevirus	Genus	9.9e-101
ViPhOG6350	Orthopoxvirus	Genus	1.1e-27
ViPhOG14357	Fromanvirus	Genus	9.6e-10
ViPhOG1685	Orthopoxvirus	Genus	3.4e-22
ViPhOG10617	Fletchervirus	Genus	3.1e-67
ViPhOG1691	Orthopoxvirus	Genus	1.9e-24
ViPhOG7498	Mimivirus	Genus	1e-17
ViPhOG1467	Vesivirus	Genus	4.4e-44
ViPhOG11430	Betabaculovirus	Genus	2.2e-20
ViPhOG10631	Fletchervirus	Genus	1.1e-32
ViPhOG14966	Bixzunavirus	Genus	2.7e-39
ViPhOG13670	Sputnikvirus	Genus	1.5e-142
ViPhOG17255	Pahexavirus	Genus	7.3e-24
ViPhOG16151	Henipavirus	Genus	4.9e-164
ViPhOG1616	Orthopoxvirus	Genus	7e-23
ViPhOG7399	Mimivirus	Genus	3.8e-26
ViPhOG28410	Mapvirus	Genus	9.4e-78
ViPhOG19480	Pandoravirus	Genus	8.5e-28
ViPhOG9325	Orthopoxvirus	Genus	2.7e-14
ViPhOG2476	Ranavirus	Genus	5.2e-46
ViPhOG23215	Pagevirus	Genus	5.4e-42
ViPhOG9331	Orthopoxvirus	Genus	3e-24
ViPhOG22778	Sextaecvirus	Genus	5.5e-33
ViPhOG4516	Tequatrovirus	Genus	4.1e-34
ViPhOG9159	Skunavirus	Genus	3e-23
ViPhOG25443	Lineavirus	Genus	2.9e-39
ViPhOG14586	Bongovirus	Genus	2.1e-33
ViPhOG6364	Orthopoxvirus	Genus	1e-09
ViPhOG11189	Omegavirus	Genus	6.3e-29
ViPhOG19763	Sepunavirus	Genus	4.3e-41
ViPhOG10170	Cytomegalovirus	Genus	9.8e-59
ViPhOG27376	Septimatrevirus	Genus	1.5e-24
ViPhOG8747	Pecentumvirus	Genus	1.8e-44
ViPhOG15024	Prasinovirus	Genus	4.4e-272
ViPhOG25859	Betaentomopoxvirus	Genus	6.8e-58
ViPhOG1573	Orthopoxvirus	Genus	1.6e-38
ViPhOG1556	Orthopoxvirus	Genus	2.1e-16
ViPhOG10071	Avulavirus	Genus	1.1e-24
ViPhOG10481	Firehammervirus	Genus	2.8e-23
ViPhOG21655	Zindervirus	Genus	4e-19
ViPhOG6786	Tequintavirus	Genus	8.8e-92
ViPhOG13664	Sputnikvirus	Genus	1.2e-70
ViPhOG10046	Flavivirus	Genus	2e-24
ViPhOG11126	Kostyavirus	Genus	3.3e-39
ViPhOG1547	Orthopoxvirus	Genus	9.4e-55
ViPhOG30155	Cequinquevirus	Genus	4.5e-45
ViPhOG13827	Mamastrovirus	Genus	8.4e-15
ViPhOG7460	Mimivirus	Genus	1.3e-172
ViPhOG6729	Tequintavirus	Genus	6e-37
ViPhOG9333	Orthopoxvirus	Genus	4.2e-12
ViPhOG26973	Lessievirus	Genus	5.6e-56
ViPhOG7647	Mimivirus	Genus	5.1e-39
ViPhOG5541	Timquatrovirus	Genus	1.1e-42
ViPhOG9012	Cytomegalovirus	Genus	8.7e-07
ViPhOG12504	Fromanvirus	Genus	9.7e-20
ViPhOG27371	Septimatrevirus	Genus	2.6e-25
ViPhOG11091	Kostyavirus	Genus	4.4e-213
ViPhOG26465	Chenonavirus	Genus	2.8e-42
ViPhOG766	Amalgavirus	Genus	9.1e-123
ViPhOG21708	Yokohamavirus	Genus	3.4e-49
ViPhOG1517	Orthopoxvirus	Genus	1.4e-06
ViPhOG21677	Cheoctovirus	Genus	1.5e-49
ViPhOG14503	Timquatrovirus	Genus	4.9e-10
ViPhOG30698	Hanrivervirus	Genus	7.5e-54
ViPhOG2518	Avihepadnavirus	Genus	4.3e-18
ViPhOG411	Potyvirus	Genus	6.9e-24
ViPhOG3555	Sobemovirus	Genus	2.5e-09
ViPhOG27352	Rtpvirus	Genus	1.2e-42
ViPhOG8507	Cytomegalovirus	Genus	2.6e-66
ViPhOG29911	Phicbkvirus	Genus	1.1e-20
ViPhOG25503	Sobemovirus	Genus	2.4e-05
ViPhOG6004	Orthopoxvirus	Genus	4.6e-20
ViPhOG9342	Orthopoxvirus	Genus	3e-06
ViPhOG19764	Sepunavirus	Genus	7.7e-35
ViPhOG442	Lentivirus	Genus	0.00097
ViPhOG23722	Woodruffvirus	Genus	2.5e-52
ViPhOG1148	Caulimovirus	Genus	4.4e-39
ViPhOG10183	Poacevirus	Genus	5.5e-11
ViPhOG16813	Moineauvirus	Genus	2.4e-26
ViPhOG16933	Kleczkowskavirus	Genus	1.1e-187
ViPhOG25179	Chlorovirus	Genus	2e-11
ViPhOG22264	Omegavirus	Genus	8e-48
ViPhOG23535	Mosigvirus	Genus	9.3e-46
ViPhOG13550	Vequintavirus	Genus	3.2e-70
ViPhOG20800	Simplexvirus	Genus	0.00011
ViPhOG11020	Bixzunavirus	Genus	4.1e-90
ViPhOG8511	Cytomegalovirus	Genus	5.4e-20
ViPhOG14740	Fromanvirus	Genus	1.1e-10
ViPhOG8068	Mimivirus	Genus	2.5e-14
ViPhOG6343	Orthopoxvirus	Genus	2.5e-20
ViPhOG1507	Orthopoxvirus	Genus	1.4e-98
ViPhOG4358	Cyprinivirus	Genus	2.1e-104
ViPhOG3162	Alphabaculovirus	Genus	1.5e-21
ViPhOG5146	Kuravirus	Genus	1.4e-29
ViPhOG3175	Alphabaculovirus	Genus	9.2e-16
ViPhOG28152	Cosavirus	Genus	1.5e-54
ViPhOG10172	Cytomegalovirus	Genus	3.3e-06
ViPhOG8493	Cytomegalovirus	Genus	2e-24
ViPhOG29158	Certrevirus	Genus	1.7e-49
ViPhOG2515	Mastadenovirus	Genus	1.1e-30
ViPhOG11357	Phifelvirus	Genus	5.4e-46
ViPhOG9971	Bixzunavirus	Genus	2.5e-163
ViPhOG8813	Orthopoxvirus	Genus	2.6e-06
ViPhOG13826	Mamastrovirus	Genus	2.1e-20
ViPhOG12701	Potyvirus	Genus	0.00036
ViPhOG14159	Kostyavirus	Genus	1.7e-41
ViPhOG11184	Kostyavirus	Genus	1.6e-36
ViPhOG29295	Homburgvirus	Genus	6e-247
ViPhOG10779	Cytomegalovirus	Genus	2.8e-07
ViPhOG217	Luteovirus	Genus	4.5e-07
ViPhOG2042	Lentivirus	Genus	5.4e-31
ViPhOG1609	Orthopoxvirus	Genus	2.8e-21
ViPhOG24453	Mamastrovirus	Genus	6.5e-21
ViPhOG11808	Slopekvirus	Genus	1.8e-31
ViPhOG6345	Orthopoxvirus	Genus	3.2e-06
ViPhOG29395	Bastillevirus	Genus	1.1e-42
ViPhOG10136	Cytomegalovirus	Genus	5.9e-121
ViPhOG8512	Cytomegalovirus	Genus	1e-31
ViPhOG27514	Chloriridovirus	Genus	6.5e-25
ViPhOG23127	Kochikohdavirus	Genus	1.5e-58
ViPhOG10173	Cytomegalovirus	Genus	2.8e-09
ViPhOG22234	Timquatrovirus	Genus	5.4e-73
ViPhOG8062	Mimivirus	Genus	0.00085
ViPhOG18272	Proboscivirus	Genus	1.8e-14
ViPhOG12066	Capulavirus	Genus	4.8e-16
ViPhOG25146	Chlorovirus	Genus	4.1e-17
ViPhOG6746	Tequintavirus	Genus	3.8e-65
ViPhOG25527	Molluscipoxvirus	Genus	6.8e-13
ViPhOG8881	Cytomegalovirus	Genus	0.00093
ViPhOG15868	Pipefishvirus	Genus	1.4e-60
ViPhOG16146	Henipavirus	Genus	6e-29
ViPhOG12663	Iotatorquevirus	Genus	1.3e-37
ViPhOG1146	Caulimovirus	Genus	6e-11
ViPhOG3108	Alphabaculovirus	Genus	4.9e-07
ViPhOG6718	Tequintavirus	Genus	7.3e-70
ViPhOG15785	Bronvirus	Genus	4.9e-43
ViPhOG9570	Alphapapillomavirus	Genus	0.00034
ViPhOG24793	Nankokuvirus	Genus	1.1e-30
ViPhOG8978	Cytomegalovirus	Genus	1.3e-75
ViPhOG21823	Begomovirus	Genus	0.00039
ViPhOG5868	Myxoctovirus	Genus	7.5e-144
ViPhOG9354	Orthopoxvirus	Genus	4.1e-59
ViPhOG16337	Teschovirus	Genus	2.2e-06
ViPhOG9194	Closterovirus	Genus	3.6e-05
ViPhOG20574	Marseillevirus	Genus	3.4e-73
ViPhOG26477	Barnyardvirus	Genus	1.3e-30
ViPhOG930	Mastadenovirus	Genus	5.4e-19
ViPhOG18630	Siminovitchvirus	Genus	1.1e-38
ViPhOG23112	Titanvirus	Genus	6.1e-57
ViPhOG10642	Kayvirus	Genus	9.1e-49
ViPhOG29518	Bastillevirus	Genus	1.8e-26
ViPhOG10736	Ostreavirus	Genus	0.0
ViPhOG24568	Vequintavirus	Genus	4.4e-18
ViPhOG3497	Avipoxvirus	Genus	7.6e-54
ViPhOG18103	Andromedavirus	Genus	4.8e-15
ViPhOG20515	Fromanvirus	Genus	2.1e-34
ViPhOG1860	Detrevirus	Genus	1.4e-40
ViPhOG19982	Saphexavirus	Genus	6.4e-64
ViPhOG15266	Mimivirus	Genus	1.9e-24
ViPhOG4263	Cyprinivirus	Genus	3.9e-90
ViPhOG15037	Prasinovirus	Genus	7.3e-28
ViPhOG23212	Pagevirus	Genus	4.8e-22
ViPhOG15416	Mimivirus	Genus	0.0005
ViPhOG24891	Nankokuvirus	Genus	1.1e-24
ViPhOG23954	Emdodecavirus	Genus	3.1e-62
ViPhOG25535	Atadenovirus	Genus	5.2e-81
ViPhOG12073	Alphabaculovirus	Genus	5.7e-165
ViPhOG17738	Mimivirus	Genus	5.8e-47
ViPhOG19997	Saphexavirus	Genus	1.4e-40
ViPhOG29467	Bastillevirus	Genus	1.4e-27
ViPhOG22123	Cyprinivirus	Genus	8.8e-40
ViPhOG10558	Fletchervirus	Genus	5.5e-69
ViPhOG17047	Ascovirus	Genus	3.3e-76
ViPhOG27537	Tulanevirus	Genus	1.2e-50
ViPhOG17692	Mimivirus	Genus	1.6e-97
ViPhOG1749	Mardivirus	Genus	5.3e-54
ViPhOG27120	Gammabaculovirus	Genus	2.1e-39
ViPhOG2613	Whispovirus	Genus	2.1e-62
ViPhOG17066	Ascovirus	Genus	2.2e-16
ViPhOG30525	Gelderlandvirus	Genus	1.6e-26
ViPhOG6596	Megalocytivirus	Genus	4.8e-54
ViPhOG1711	Orthopoxvirus	Genus	1.6e-16
ViPhOG14563	Bongovirus	Genus	4.7e-64
ViPhOG6055	Iteradensovirus	Genus	1.2e-57
ViPhOG10573	Fletchervirus	Genus	1.3e-54
ViPhOG18513	Siminovitchvirus	Genus	2.8e-36
ViPhOG22103	Thetaarterivirus	Genus	2.1e-23
ViPhOG3524	Avipoxvirus	Genus	1.5e-34
ViPhOG6594	Megalocytivirus	Genus	3.3e-83
ViPhOG1477	Orthopoxvirus	Genus	1.4e-39
ViPhOG29431	Bastillevirus	Genus	6.7e-65
ViPhOG11300	Unaquatrovirus	Genus	7.3e-44
ViPhOG15537	Mimivirus	Genus	1.1e-40
ViPhOG1463	Vesivirus	Genus	2.2e-73
ViPhOG9674	Polerovirus	Genus	2.8e-75
ViPhOG23547	Mosigvirus	Genus	4.1e-23
ViPhOG4072	Muromegalovirus	Genus	8.3e-30
ViPhOG22056	Fromanvirus	Genus	5.7e-15
ViPhOG8729	Pecentumvirus	Genus	4.4e-16
ViPhOG20339	Marseillevirus	Genus	2.2e-05
ViPhOG9005	Cytomegalovirus	Genus	2.1e-65
ViPhOG30102	Phicbkvirus	Genus	1.5e-80
ViPhOG18975	Pandoravirus	Genus	2.2e-29
ViPhOG24597	Slopekvirus	Genus	2e-90
ViPhOG14842	Cheoctovirus	Genus	1e-35
ViPhOG8982	Cytomegalovirus	Genus	1.5e-30
ViPhOG30600	Caeruleovirus	Genus	1.6e-51
ViPhOG23887	Kochikohdavirus	Genus	9.7e-51
ViPhOG8430	Megalocytivirus	Genus	5.8e-127
ViPhOG18028	Andromedavirus	Genus	1.5e-46
ViPhOG18375	Proboscivirus	Genus	2.9e-41
ViPhOG26974	Lessievirus	Genus	3.3e-32
ViPhOG14538	Bongovirus	Genus	4.8e-59
ViPhOG19115	Pandoravirus	Genus	1.6e-09
ViPhOG16368	Rhadinovirus	Genus	1.4e-118
ViPhOG29502	Bastillevirus	Genus	3.4e-57
ViPhOG25901	Betaentomopoxvirus	Genus	2.9e-107
ViPhOG10550	Fletchervirus	Genus	2.7e-69
ViPhOG29558	Bequatrovirus	Genus	4.9e-42
ViPhOG18450	Slashvirus	Genus	7.6e-96
ViPhOG14424	Omegavirus	Genus	4.8e-48
ViPhOG29877	Phicbkvirus	Genus	3.9e-40
ViPhOG17606	Mimivirus	Genus	7e-29
ViPhOG29499	Bastillevirus	Genus	1e-79
ViPhOG24858	Nankokuvirus	Genus	1.8e-92
ViPhOG3981	Muromegalovirus	Genus	6.1e-43
ViPhOG17364	Mimivirus	Genus	1.5e-23
ViPhOG20396	Marseillevirus	Genus	2.1e-28
ViPhOG11299	Unaquatrovirus	Genus	4.3e-50
ViPhOG918	Tepovirus	Genus	5.7e-44
ViPhOG2154	Whispovirus	Genus	1.6e-57
ViPhOG16091	Tsarbombavirus	Genus	4.1e-36
ViPhOG30599	Caeruleovirus	Genus	6.2e-23
ViPhOG3498	Avipoxvirus	Genus	8.9e-10
ViPhOG20893	Karamvirus	Genus	2e-41
ViPhOG4225	Cyprinivirus	Genus	5e-46
ViPhOG24471	Titanvirus	Genus	5.2e-15
ViPhOG15191	Mimivirus	Genus	4.3e-44
ViPhOG17200	Alphabaculovirus	Genus	3.8e-46
ViPhOG3392	Avipoxvirus	Genus	7.9e-05
ViPhOG30967	Bequatrovirus	Genus	5.8e-12
ViPhOG27816	Prasinovirus	Genus	6.9e-46
ViPhOG30596	Caeruleovirus	Genus	9.6e-39
ViPhOG25760	Betabaculovirus	Genus	7.6e-07
ViPhOG27223	Coetzeevirus	Genus	0.0
ViPhOG22652	Gaprivervirus	Genus	6.6e-45
ViPhOG17173	Alphabaculovirus	Genus	2.3e-27
ViPhOG28859	Seunavirus	Genus	1.9e-35
ViPhOG18564	Siminovitchvirus	Genus	4.5e-194
ViPhOG1532	Orthopoxvirus	Genus	3.5e-46
ViPhOG23074	Kuravirus	Genus	6.1e-21
ViPhOG10522	Fletchervirus	Genus	1.1e-174
ViPhOG24896	Nankokuvirus	Genus	2.9e-43
ViPhOG26611	Krischvirus	Genus	1.8e-48
ViPhOG8154	Mimivirus	Genus	1.8e-35
ViPhOG12963	Schizotequatrovirus	Genus	1.3e-11
ViPhOG15245	Mimivirus	Genus	6e-41
ViPhOG8938	Cytomegalovirus	Genus	2.6e-23
ViPhOG24438	Betabaculovirus	Genus	0.0005
ViPhOG26310	Timquatrovirus	Genus	3.9e-28
ViPhOG17733	Mimivirus	Genus	0.0003
ViPhOG3631	Teseptimavirus	Genus	5.1e-42
ViPhOG3463	Avipoxvirus	Genus	2.2e-41
ViPhOG28063	Okubovirus	Genus	5.2e-44
ViPhOG28842	Seunavirus	Genus	2e-30
ViPhOG19204	Pandoravirus	Genus	3e-166
ViPhOG15545	Mimivirus	Genus	4.1e-33
ViPhOG26626	Krischvirus	Genus	1.7e-36
ViPhOG6293	Varicellovirus	Genus	1.3e-45
ViPhOG30643	Betaentomopoxvirus	Genus	7.9e-142
ViPhOG22755	Carlavirus	Genus	4.9e-07
ViPhOG30949	Bequatrovirus	Genus	2.9e-38
ViPhOG13050	Schizotequatrovirus	Genus	6e-41
ViPhOG23000	Kuravirus	Genus	5.4e-24
ViPhOG15148	Mimivirus	Genus	1.5e-61
ViPhOG15616	Iltovirus	Genus	5.6e-37
ViPhOG10094	Deltacoronavirus	Genus	1.1e-19
ViPhOG7020	Mimivirus	Genus	7.7e-56
ViPhOG18458	Slashvirus	Genus	9.1e-82
ViPhOG4229	Cyprinivirus	Genus	9.4e-43
ViPhOG20246	Marseillevirus	Genus	4.1e-10
ViPhOG15358	Mimivirus	Genus	1.3e-35
ViPhOG19221	Pandoravirus	Genus	1.9e-88
ViPhOG29425	Bastillevirus	Genus	1.9e-53
ViPhOG29438	Bastillevirus	Genus	1.4e-40
